Frame,Raw_X,Raw_Y
0.0,0.41849443316459656,0.5010082721710205
0.0,0.4249538481235504,0.4941520690917969
0.0,0.42371365427970886,0.49677595496177673
0.0,0.08866956830024719,0.7642119526863098
0.0,0.123735710978508,0.7164047360420227
0.0,0.16403524577617645,0.6629185080528259
0.0,0.19434408843517303,0.6083725690841675
0.0,0.22143074870109558,0.5754886269569397
0.0,0.24229967594146729,0.5445884466171265
0.0,0.25745898485183716,0.5219593048095703
0.0,0.2562575042247772,0.5226550102233887
0.0,0.27069196105003357,0.5057902336120605
0.0,0.2791190445423126,0.4898383319377899
0.0,0.28541865944862366,0.47385382652282715
0.0,0.2896851897239685,0.45992088317871094
0.0,0.2926972806453705,0.43424728512763977
0.0,0.29072901606559753,0.4186401069164276
0.0,0.28615084290504456,0.40672576427459717
0.0,0.2805750370025635,0.39724084734916687
0.0,0.2740474045276642,0.3904329240322113
0.0,0.266821950674057,0.38560569286346436
0.0,0.2593725025653839,0.3837723135948181
0.0,0.2599330246448517,0.3839002251625061
0.0,0.2520943284034729,0.382678747177124
0.0,0.24554061889648438,0.38442668318748474
0.0,0.23995159566402435,0.38766542077064514
0.0,0.235057070851326,0.39145249128341675
0.0,0.2322942018508911,0.39564239978790283
0.0,0.23195026814937592,0.4004423916339874
0.0,0.23412840068340302,0.4042351245880127
0.0,0.23864464461803436,0.40897336602211
0.0,0.23840411007404327,0.4087297320365906
0.0,0.24314317107200623,0.4133560061454773
0.0,0.2477298080921173,0.41580918431282043
0.0,0.2513676583766937,0.4173407256603241
0.0,0.25132274627685547,0.41656002402305603
0.0,0.2550469934940338,0.41747114062309265
0.0,0.26057732105255127,0.4164283275604248
0.0,0.268792986869812,0.4154622256755829
0.0,0.27773168683052063,0.41432592272758484
0.0,0.2866264581680298,0.41214537620544434
0.0,0.2855898141860962,0.4113827645778656
0.0,0.29400697350502014,0.40874773263931274
0.0,0.3002200126647949,0.40612277388572693
0.0,0.30432525277137756,0.4021649658679962
0.0,0.30808037519454956,0.4000861346721649
0.0,0.3079197406768799,0.3998930752277374
0.0,0.3117952048778534,0.3993908762931824
0.0,0.3163034915924072,0.39946067333221436
0.0,0.320923775434494,0.4017484188079834
0.0,0.32070812582969666,0.4004906415939331
0.0,0.33042284846305847,0.4064868986606598
0.0,0.33030998706817627,0.4057428538799286
0.0,0.33281147480010986,0.40775230526924133
0.0,0.3359946310520172,0.4092554450035095
0.0,0.3391708731651306,0.4107697308063507
0.0,0.3393089473247528,0.41107797622680664
0.0,0.3415251076221466,0.4119838774204254
0.0,0.3455652594566345,0.41310760378837585
0.0,0.3481432795524597,0.4140782654285431
0.0,0.3479611277580261,0.41450199484825134
0.0,0.35086148977279663,0.4134349226951599
0.0,0.3535754084587097,0.4132445752620697
0.0,0.35588717460632324,0.41218507289886475
0.0,0.3579745888710022,0.41106706857681274
0.0,0.35994476079940796,0.4102235734462738
0.0,0.36023423075675964,0.41007429361343384
0.0,0.3617866337299347,0.4104926586151123
0.0,0.3630956709384918,0.41271278262138367
0.0,0.36390164494514465,0.4155190885066986
0.0,0.3635842502117157,0.4152298867702484
0.0,0.36339473724365234,0.41981756687164307
0.0,0.3617183268070221,0.4249306321144104
0.0,0.36011838912963867,0.43325772881507874
0.0,0.3590194582939148,0.442661851644516
0.0,0.3585028648376465,0.4530697762966156
0.0,0.358364999294281,0.4526357650756836
0.0,0.3591364026069641,0.4648643434047699
0.0,0.3591105341911316,0.4773523509502411
0.0,0.3584015369415283,0.4913364052772522
0.0,0.3559095859527588,0.5063835978507996
0.0,0.35635414719581604,0.5073058605194092
0.0,0.3535242974758148,0.5223453640937805
0.0,0.3491198718547821,0.5378580093383789
0.0,0.3432468771934509,0.5519761443138123
0.0,0.344228595495224,0.5546875
0.0,0.33658257126808167,0.5678963661193848
0.0,0.3281852602958679,0.5809730291366577
0.0,0.3180885314941406,0.5943837761878967
0.0,0.30859941244125366,0.6067162156105042
0.0,0.29787400364875793,0.619373083114624
0.0,0.29715391993522644,0.6213425397872925
0.0,0.2886565625667572,0.630099356174469
0.0,0.2774953842163086,0.639947235584259
0.0,0.267317533493042,0.6481806039810181
0.0,0.26746320724487305,0.648006796836853
0.0,0.2575204372406006,0.6554625630378723
0.0,0.24849051237106323,0.6615315675735474
0.0,0.2410295456647873,0.6662380695343018
0.0,0.23740355670452118,0.6688697338104248
0.0,0.23570050299167633,0.6705955862998962
0.0,0.23583438992500305,0.6699825525283813
0.0,0.23763786256313324,0.6686999797821045
0.0,0.2437916249036789,0.6651215553283691
0.0,0.25523021817207336,0.6608076095581055
0.0,0.27122992277145386,0.6564543843269348
0.0,0.2714270055294037,0.6560993194580078
0.0,0.2909691631793976,0.6497694253921509
0.0,0.31027308106422424,0.6505732536315918
0.0,0.3319743573665619,0.6508745551109314
0.0,0.334648072719574,0.6510315537452698
0.0,0.37912195920944214,0.6590601205825806
0.0,0.38209208846092224,0.6585744619369507
0.0,0.4064665734767914,0.6623615026473999
0.0,0.4292091131210327,0.6680253744125366
0.0,0.4503195583820343,0.6731743812561035
0.0,0.44958698749542236,0.6726237535476685
0.0,0.4736361801624298,0.6758711934089661
0.0,0.49670693278312683,0.6788762211799622
0.0,0.5154656171798706,0.6772599220275879
0.0,0.5147265791893005,0.678390383720398
0.0,0.5342825651168823,0.6753884553909302
0.0,0.5536269545555115,0.677980363368988
0.0,0.5755317807197571,0.6774839758872986
0.0,0.5975322723388672,0.6794354915618896
0.0,0.6189861297607422,0.6831650137901306
0.0,0.6194133758544922,0.6838886737823486
0.0,0.6358345150947571,0.6838521361351013
0.0,0.6531168818473816,0.6875497698783875
0.0,0.669040858745575,0.6873999834060669
0.0,0.685687243938446,0.6885269284248352
0.0,0.6988304853439331,0.6897003054618835
0.0,0.7119469046592712,0.6914426684379578
0.0,0.7247500419616699,0.6926668882369995
0.0,0.7359400391578674,0.6921539306640625
0.0,0.7587606310844421,0.694145917892456
